trial,s1,s2,s3,im1,im2,im3
43,60,50,30,s_60_r_10.png,s_50_r_4.png,s_30_r_6.png
44,50,25,15,s_50_r_9.png,s_25_r_1.png,s_15_r_2.png
45,5,20,30,s_5_r_5.png,s_20_r_8.png,s_30_r_3.png
46,60,25,5,s_60_r_9.png,s_25_r_4.png,s_5_r_8.png
47,10,15,20,s_10_r_8.png,s_15_r_10.png,s_20_r_3.png
48,20,10,5,s_20_r_3.png,s_10_r_9.png,s_5_r_5.png
49,60,25,10,s_60_r_8.png,s_25_r_3.png,s_10_r_3.png
50,15,30,40,s_15_r_5.png,s_30_r_6.png,s_40_r_6.png
51,5,10,60,s_5_r_7.png,s_10_r_6.png,s_60_r_5.png
52,40,25,5,s_40_r_5.png,s_25_r_4.png,s_5_r_6.png
53,40,25,10,s_40_r_10.png,s_25_r_10.png,s_10_r_3.png
54,60,15,5,s_60_r_3.png,s_15_r_9.png,s_5_r_6.png
55,15,30,50,s_15_r_10.png,s_30_r_1.png,s_50_r_5.png
56,10,25,30,s_10_r_10.png,s_25_r_8.png,s_30_r_3.png
57,10,15,30,s_10_r_8.png,s_15_r_4.png,s_30_r_1.png
58,20,30,40,s_20_r_3.png,s_30_r_7.png,s_40_r_6.png
59,30,20,10,s_30_r_9.png,s_20_r_1.png,s_10_r_7.png
60,5,10,40,s_5_r_6.png,s_10_r_1.png,s_40_r_5.png
61,10,30,50,s_10_r_5.png,s_30_r_2.png,s_50_r_5.png
62,5,10,30,s_5_r_1.png,s_10_r_1.png,s_30_r_8.png
63,40,15,5,s_40_r_3.png,s_15_r_8.png,s_5_r_5.png
64,25,15,5,s_25_r_1.png,s_15_r_2.png,s_5_r_5.png
65,10,40,50,s_10_r_9.png,s_40_r_7.png,s_50_r_8.png
66,15,40,50,s_15_r_3.png,s_40_r_3.png,s_50_r_7.png
67,5,50,60,s_5_r_6.png,s_50_r_10.png,s_60_r_1.png
68,15,50,60,s_15_r_2.png,s_50_r_2.png,s_60_r_8.png
69,50,10,5,s_50_r_7.png,s_10_r_8.png,s_5_r_7.png
70,20,25,60,s_20_r_4.png,s_25_r_9.png,s_60_r_1.png
71,60,40,5,s_60_r_3.png,s_40_r_1.png,s_5_r_7.png
72,5,15,50,s_5_r_7.png,s_15_r_4.png,s_50_r_2.png
73,10,15,60,s_10_r_2.png,s_15_r_8.png,s_60_r_3.png
74,50,40,5,s_50_r_3.png,s_40_r_2.png,s_5_r_2.png
75,60,30,20,s_60_r_5.png,s_30_r_10.png,s_20_r_10.png
76,60,40,10,s_60_r_8.png,s_40_r_3.png,s_10_r_10.png
77,10,15,50,s_10_r_6.png,s_15_r_7.png,s_50_r_2.png
78,60,20,5,s_60_r_10.png,s_20_r_10.png,s_5_r_9.png
79,20,40,50,s_20_r_9.png,s_40_r_7.png,s_50_r_7.png
80,5,25,30,s_5_r_4.png,s_25_r_6.png,s_30_r_5.png
81,25,30,50,s_25_r_6.png,s_30_r_3.png,s_50_r_2.png
82,15,30,60,s_15_r_3.png,s_30_r_6.png,s_60_r_10.png
83,40,15,10,s_40_r_10.png,s_15_r_7.png,s_10_r_4.png
