trial,s1,s2,s3,im1,im2,im3,thisN,thisTrialN,thisRepN,resp.keys,resp.rt,resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instruct.started,ready.started,instrText.started,instruct.stopped,trial.started,resp.started,image1.started,image2.started,image3.started,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,thanks.started,thanksText.started,thanks.stopped,session,participant,date,expName,psychopyVersion,frameRate,expStart,
72,60,20,15,imgs/s_60_r_1.png,imgs/s_20_r_1.png,imgs/s_15_r_1.png,72,72,0,right,1.0309407711029053,None,0,72,72,72,243.6010410785675,,,,,,243.59777903556824,244.09992384910583,244.09992384910583,244.09992384910583,244.09992384910583,245.13626861572266,right,1.0309407711029053,None,,,,1,GA,2025-08-08_17h53.27.533,mlds_experiment_numerosity_triads,2024.2.5,59.7436649811267,2025-08-08 17h53.32.704242 +0200,
73,60,40,30,imgs/s_60_r_1.png,imgs/s_40_r_1.png,imgs/s_30_r_1.png,73,73,0,right,1.383345603942871,None,0,73,73,73,245.1508285999298,,,,,,245.14666271209717,245.6513421535492,245.6513421535492,245.6513421535492,245.6513421535492,247.03766131401062,right,1.383345603942871,None,,,,1,GA,2025-08-08_17h53.27.533,mlds_experiment_numerosity_triads,2024.2.5,59.7436649811267,2025-08-08 17h53.32.704242 +0200,
74,30,20,10,imgs/s_30_r_1.png,imgs/s_20_r_1.png,imgs/s_10_r_1.png,74,74,0,left,1.2415721416473389,None,0,74,74,74,247.05239391326904,,,,,,247.04776048660278,247.55300879478455,247.55300879478455,247.55300879478455,247.55300879478455,248.80641174316406,left,1.2415721416473389,None,,,,1,GA,2025-08-08_17h53.27.533,mlds_experiment_numerosity_triads,2024.2.5,59.7436649811267,2025-08-08 17h53.32.704242 +0200,
75,10,30,50,imgs/s_10_r_1.png,imgs/s_30_r_1.png,imgs/s_50_r_1.png,75,75,0,right,1.5776069164276123,None,0,75,75,75,248.820570230484,,,,,,248.81743168830872,249.32109451293945,249.32109451293945,249.32109451293945,249.32109451293945,250.9080514907837,right,1.5776069164276123,None,,,,1,GA,2025-08-08_17h53.27.533,mlds_experiment_numerosity_triads,2024.2.5,59.7436649811267,2025-08-08 17h53.32.704242 +0200,
76,15,25,30,imgs/s_15_r_1.png,imgs/s_25_r_1.png,imgs/s_30_r_1.png,76,76,0,right,2.08425235748291,None,0,76,76,76,250.92241501808167,,,,,,250.91932916641235,251.42268896102905,251.42268896102905,251.42268896102905,251.42268896102905,253.51027059555054,right,2.08425235748291,None,,,,1,GA,2025-08-08_17h53.27.533,mlds_experiment_numerosity_triads,2024.2.5,59.7436649811267,2025-08-08 17h53.32.704242 +0200,
77,10,50,60,imgs/s_10_r_1.png,imgs/s_50_r_1.png,imgs/s_60_r_1.png,77,77,0,right,0.7619202136993408,None,0,77,77,77,253.5261218547821,,,,,,253.52271556854248,254.02489852905273,254.02489852905273,254.02489852905273,254.02489852905273,254.7948658466339,right,0.7619202136993408,None,,,,1,GA,2025-08-08_17h53.27.533,mlds_experiment_numerosity_triads,2024.2.5,59.7436649811267,2025-08-08 17h53.32.704242 +0200,
78,25,50,60,imgs/s_25_r_1.png,imgs/s_50_r_1.png,imgs/s_60_r_1.png,78,78,0,right,0.9174137115478516,None,0,78,78,78,254.80861568450928,,,,,,254.80565118789673,255.3093240261078,255.3093240261078,255.3093240261078,255.3093240261078,256.2298903465271,right,0.9174137115478516,None,,,,1,GA,2025-08-08_17h53.27.533,mlds_experiment_numerosity_triads,2024.2.5,59.7436649811267,2025-08-08 17h53.32.704242 +0200,
79,5,30,60,imgs/s_5_r_1.png,imgs/s_30_r_1.png,imgs/s_60_r_1.png,79,79,0,right,0.803492546081543,None,0,79,79,79,256.24431228637695,,,,,,256.2409117221832,256.7432737350464,256.7432737350464,256.7432737350464,256.7432737350464,257.56439185142517,right,0.803492546081543,None,,,,1,GA,2025-08-08_17h53.27.533,mlds_experiment_numerosity_triads,2024.2.5,59.7436649811267,2025-08-08 17h53.32.704242 +0200,
80,20,25,50,imgs/s_20_r_1.png,imgs/s_25_r_1.png,imgs/s_50_r_1.png,80,80,0,right,1.4684338569641113,None,0,80,80,80,257.5795817375183,,,,,,257.5764260292053,258.078341960907,258.078341960907,258.078341960907,258.078341960907,259.56511640548706,right,1.4684338569641113,None,,,,1,GA,2025-08-08_17h53.27.533,mlds_experiment_numerosity_triads,2024.2.5,59.7436649811267,2025-08-08 17h53.32.704242 +0200,
81,30,10,5,imgs/s_30_r_1.png,imgs/s_10_r_1.png,imgs/s_5_r_1.png,81,81,0,right,1.106623649597168,None,0,81,81,81,259.5802285671234,,,,,,259.5771493911743,260.0800597667694,260.0800597667694,260.0800597667694,260.0800597667694,261.1993589401245,right,1.106623649597168,None,,,,1,GA,2025-08-08_17h53.27.533,mlds_experiment_numerosity_triads,2024.2.5,59.7436649811267,2025-08-08 17h53.32.704242 +0200,
82,25,15,5,imgs/s_25_r_1.png,imgs/s_15_r_1.png,imgs/s_5_r_1.png,82,82,0,right,3.8482162952423096,None,0,82,82,82,261.2160441875458,,,,,,261.2131259441376,261.7148389816284,261.7148389816284,261.7148389816284,261.7148389816284,265.5694351196289,right,3.8482162952423096,None,,,,1,GA,2025-08-08_17h53.27.533,mlds_experiment_numerosity_triads,2024.2.5,59.7436649811267,2025-08-08 17h53.32.704242 +0200,
83,40,10,5,imgs/s_40_r_1.png,imgs/s_10_r_1.png,imgs/s_5_r_1.png,83,83,0,right,2.9578185081481934,None,0,83,83,83,265.5849051475525,,,,,,265.5821900367737,266.0850477218628,266.0850477218628,266.0850477218628,266.0850477218628,269.05698704719543,right,2.9578185081481934,None,,,,1,GA,2025-08-08_17h53.27.533,mlds_experiment_numerosity_triads,2024.2.5,59.7436649811267,2025-08-08 17h53.32.704242 +0200,
