trial,lum1,lum2,c1,c2,im,thisN,thisTrialN,thisRepN,resp.keys,resp.rt,resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instruct.started,ready.started,instrText.started,instruct.stopped,trial.started,resp.started,image.started,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,thanks.started,thanksText.started,thanks.stopped,session,participant,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.0067331790924072266,0.01305532455444336,0.01305532455444336,0.798285722732544,,,,,,,,,,,1,GA1,2025-08-20_14h51.53.824,mlcm_experiment_whites_illusion,,2025.1.1,59.97723489810043,2025-08-20 14h51.58.443192 +0200,
0,0.42,0.5,1.0,1.0,imgs/white_0.42_0.5_1.0_1.0.png,0,0,0,right,1.0745651721954346,None,0,0,0,0,0.8318662643432617,,,,,,0.8242595195770264,1.3122739791870117,1.3122739791870117,2.396493434906006,right,1.0745651721954346,None,,,,1,GA1,2025-08-20_14h51.53.824,mlcm_experiment_whites_illusion,,2025.1.1,59.97723489810043,2025-08-20 14h51.58.443192 +0200,
1,0.25,0.58,0.0,1.0,imgs/white_0.25_0.58_0.0_1.0.png,1,1,0,right,0.8281121253967285,None,0,1,1,1,2.4153075218200684,,,,,,2.4094901084899902,2.9107296466827393,2.9107296466827393,3.7467308044433594,right,0.8281121253967285,None,,,,1,GA1,2025-08-20_14h51.53.824,mlcm_experiment_whites_illusion,,2025.1.1,59.97723489810043,2025-08-20 14h51.58.443192 +0200,
2,0.33,0.67,0.0,0.0,imgs/white_0.33_0.67_0.0_0.0.png,2,2,0,right,0.5889904499053955,None,0,2,2,2,3.760948896408081,,,,,,3.7541263103485107,4.261682748794556,4.261682748794556,4.8671722412109375,right,0.5889904499053955,None,,,,1,GA1,2025-08-20_14h51.53.824,mlcm_experiment_whites_illusion,,2025.1.1,59.97723489810043,2025-08-20 14h51.58.443192 +0200,
3,0.58,0.33,1.0,1.0,imgs/white_0.58_0.33_1.0_1.0.png,3,3,0,left,0.7271482944488525,None,0,3,3,3,4.880416393280029,,,,,,4.873087644577026,5.379676580429077,5.379676580429077,6.118458032608032,left,0.7271482944488525,None,,,,1,GA1,2025-08-20_14h51.53.824,mlcm_experiment_whites_illusion,,2025.1.1,59.97723489810043,2025-08-20 14h51.58.443192 +0200,
4,0.25,0.75,0.0,1.0,imgs/white_0.25_0.75_0.0_1.0.png,4,4,0,right,0.6605007648468018,None,0,4,4,4,6.136585712432861,,,,,,6.133069038391113,6.630640745162964,6.630640745162964,7.30258584022522,right,0.6605007648468018,None,,,,1,GA1,2025-08-20_14h51.53.824,mlcm_experiment_whites_illusion,,2025.1.1,59.97723489810043,2025-08-20 14h51.58.443192 +0200,
5,0.67,0.42,1.0,1.0,imgs/white_0.67_0.42_1.0_1.0.png,5,5,0,left,0.6760566234588623,None,0,5,5,5,7.315862417221069,,,,,,7.309868335723877,7.814901351928711,7.814901351928711,8.503582239151001,left,0.6760566234588623,None,,,,1,GA1,2025-08-20_14h51.53.824,mlcm_experiment_whites_illusion,,2025.1.1,59.97723489810043,2025-08-20 14h51.58.443192 +0200,
6,0.5,0.33,0.0,0.0,imgs/white_0.5_0.33_0.0_0.0.png,6,6,0,left,0.7234950065612793,None,0,6,6,6,8.518426656723022,,,,,,8.513131380081177,9.015475273132324,9.015475273132324,9.752012491226196,left,0.7234950065612793,None,,,,1,GA1,2025-08-20_14h51.53.824,mlcm_experiment_whites_illusion,,2025.1.1,59.97723489810043,2025-08-20 14h51.58.443192 +0200,
7,0.42,0.33,0.0,0.0,imgs/white_0.42_0.33_0.0_0.0.png,7,7,0,left,1.5196185111999512,None,0,7,7,7,9.767855644226074,,,,,,9.762228965759277,10.266706228256226,10.266706228256226,11.80370283126831,left,1.5196185111999512,None,,,,1,GA1,2025-08-20_14h51.53.824,mlcm_experiment_whites_illusion,,2025.1.1,59.97723489810043,2025-08-20 14h51.58.443192 +0200,
8,0.25,0.58,0.0,0.0,imgs/white_0.25_0.58_0.0_0.0.png,8,8,0,right,0.5722649097442627,None,0,8,8,8,11.81971549987793,,,,,,11.810158491134644,12.318589448928833,12.318589448928833,12.905054092407227,right,0.5722649097442627,None,,,,1,GA1,2025-08-20_14h51.53.824,mlcm_experiment_whites_illusion,,2025.1.1,59.97723489810043,2025-08-20 14h51.58.443192 +0200,
