"","trial","lum1","lum2","c1","c2","im","thisN","thisTrialN","thisRepN","resp.keys","resp.rt","resp.duration","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","thisRow.t","notes","instruct.started","ready.started","instrText.started","instruct.stopped","trial.started","resp.started","image.started","trial.stopped","trials.resp.keys","trials.resp.rt","trials.resp.duration","thanks.started","thanksText.started","thanks.stopped","session","participant","date","expName","expVersion","psychopyVersion","frameRate","expStart","X"
"152",57,0.25,0.33,0,0,"imgs/white_0.25_0.33_0.0_0.0.png",57,57,0,"right",1.73202395439148,"None",0,57,57,57,70.6806318759918,NA,NA,NA,NA,NA,70.6751911640167,71.1813142299652,71.1813142299652,72.9185819625854,"right",1.73202395439148,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"153",58,0.67,0.33,0,1,"imgs/white_0.67_0.33_0.0_1.0.png",58,58,0,"left",0.880110025405884,"None",0,58,58,58,72.9344129562378,NA,NA,NA,NA,NA,72.9290614128113,73.4334564208984,73.4334564208984,74.3201794624329,"left",0.880110025405884,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"154",59,0.67,0.75,0,1,"imgs/white_0.67_0.75_0.0_1.0.png",59,59,0,"left",0.647351980209351,"None",0,59,59,59,74.3341481685638,NA,NA,NA,NA,NA,74.3280799388885,74.8344247341156,74.8344247341156,75.4870336055756,"left",0.647351980209351,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"155",60,0.42,0.75,1,0,"imgs/white_0.42_0.75_1.0_0.0.png",60,60,0,"right",0.583309173583984,"None",0,60,60,60,75.5031962394714,NA,NA,NA,NA,NA,75.4969353675842,76.0020227432251,76.0020227432251,76.5886554718018,"right",0.583309173583984,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"156",61,0.33,0.58,0,1,"imgs/white_0.33_0.58_0.0_1.0.png",61,61,0,"right",1.41812586784363,"None",0,61,61,61,76.6024239063263,NA,NA,NA,NA,NA,76.596333026886,77.1030254364014,77.1030254364014,78.5400161743164,"right",1.41812586784363,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"157",62,0.42,0.75,1,1,"imgs/white_0.42_0.75_1.0_1.0.png",62,62,0,"right",0.594906806945801,"None",0,62,62,62,78.5562942028046,NA,NA,NA,NA,NA,78.5506732463837,79.0547196865082,79.0547196865082,79.6570615768433,"right",0.594906806945801,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"158",63,0.5,0.42,0,0,"imgs/white_0.5_0.42_0.0_0.0.png",63,63,0,"left",0.74949049949646,"None",0,63,63,63,79.6735682487488,NA,NA,NA,NA,NA,79.6648621559143,80.1722884178162,80.1722884178162,80.925288438797,"left",0.74949049949646,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"159",64,0.5,0.25,0,0,"imgs/white_0.5_0.25_0.0_0.0.png",64,64,0,"left",0.585589647293091,"None",0,64,64,64,80.939147233963,NA,NA,NA,NA,NA,80.9338476657867,81.440048456192,81.440048456192,82.0432057380676,"left",0.585589647293091,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"160",65,0.33,0.67,0,1,"imgs/white_0.33_0.67_0.0_1.0.png",65,65,0,"right",0.660089492797852,"None",0,65,65,65,82.0567700862885,NA,NA,NA,NA,NA,82.0504786968231,82.5573663711548,82.5573663711548,83.2274441719055,"right",0.660089492797852,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"161",66,0.58,0.5,0,0,"imgs/white_0.58_0.5_0.0_0.0.png",66,66,0,"left",1.18762564659119,"None",0,66,66,66,83.2429387569427,NA,NA,NA,NA,NA,83.2350153923035,83.7419481277466,83.7419481277466,84.9456706047058,"left",1.18762564659119,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"162",67,0.25,0.75,1,1,"imgs/white_0.25_0.75_1.0_1.0.png",67,67,0,"right",0.693591833114624,"None",0,67,67,67,84.9622037410736,NA,NA,NA,NA,NA,84.9567565917969,85.4600977897644,85.4600977897644,86.1642866134644,"right",0.693591833114624,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"163",68,0.5,0.25,1,0,"imgs/white_0.5_0.25_1.0_0.0.png",68,68,0,"left",0.675865650177002,"None",0,68,68,68,86.178808927536,NA,NA,NA,NA,NA,86.1720993518829,86.6775813102722,86.6775813102722,87.3634870052338,"left",0.675865650177002,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"164",69,0.67,0.58,0,0,"imgs/white_0.67_0.58_0.0_0.0.png",69,69,0,"left",1.49910640716553,"None",0,69,69,69,87.37979388237,NA,NA,NA,NA,NA,87.3715798854828,87.8787026405334,87.8787026405334,89.3833601474762,"left",1.49910640716553,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"165",70,0.33,0.42,1,0,"imgs/white_0.33_0.42_1.0_0.0.png",70,70,0,"right",0.496754169464111,"None",0,70,70,70,89.3988108634949,NA,NA,NA,NA,NA,89.3934116363525,89.8970658779144,89.8970658779144,90.400032043457,"right",0.496754169464111,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"166",71,0.58,0.42,0,1,"imgs/white_0.58_0.42_0.0_1.0.png",71,71,0,"left",0.535344839096069,"None",0,71,71,71,90.415965795517,NA,NA,NA,NA,NA,90.406928062439,90.9145355224609,90.9145355224609,91.4678983688354,"left",0.535344839096069,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"167",72,0.5,0.58,1,0,"imgs/white_0.5_0.58_1.0_0.0.png",72,72,0,"right",0.763819217681885,"None",0,72,72,72,91.4832565784454,NA,NA,NA,NA,NA,91.4778144359589,91.9821391105652,91.9821391105652,92.7512671947479,"right",0.763819217681885,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"168",73,0.25,0.42,1,0,"imgs/white_0.25_0.42_1.0_0.0.png",73,73,0,"right",0.511426687240601,"None",0,73,73,73,92.7679290771484,NA,NA,NA,NA,NA,92.7587833404541,93.2664637565613,93.2664637565613,93.78608751297,"right",0.511426687240601,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"169",74,0.67,0.42,1,0,"imgs/white_0.67_0.42_1.0_0.0.png",74,74,0,"left",0.741302967071533,"None",0,74,74,74,93.7998294830322,NA,NA,NA,NA,NA,93.7935476303101,94.3009481430054,94.3009481430054,95.0544662475586,"left",0.741302967071533,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"170",75,0.75,0.58,0,1,"imgs/white_0.75_0.58_0.0_1.0.png",75,75,0,"left",0.529391527175903,"None",0,75,75,75,95.0682857036591,NA,NA,NA,NA,NA,95.0616106987,95.5684852600098,95.5684852600098,96.1044199466705,"left",0.529391527175903,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"171",76,0.75,0.5,1,1,"imgs/white_0.75_0.5_1.0_1.0.png",76,76,0,"left",0.766535520553589,"None",0,76,76,76,96.1191821098328,NA,NA,NA,NA,NA,96.111704826355,96.6195347309113,96.6195347309113,97.3899714946747,"left",0.766535520553589,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"172",77,0.75,0.33,0,1,"imgs/white_0.75_0.33_0.0_1.0.png",77,77,0,"left",0.537822484970093,"None",0,77,77,77,97.403505563736,NA,NA,NA,NA,NA,97.3971147537231,97.9039256572723,97.9039256572723,98.457373380661,"left",0.537822484970093,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"173",78,0.58,0.67,1,0,"imgs/white_0.58_0.67_1.0_0.0.png",78,78,0,"right",0.694581508636475,"None",0,78,78,78,98.4741241931915,NA,NA,NA,NA,NA,98.468466758728,98.9714345932007,98.9714345932007,99.6747047901154,"right",0.694581508636475,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"174",79,0.5,0.25,0,1,"imgs/white_0.5_0.25_0.0_1.0.png",79,79,0,"left",0.573007345199585,"None",0,79,79,79,99.6904180049896,NA,NA,NA,NA,NA,99.6814060211182,100.189005851746,100.189005851746,100.775374174118,"left",0.573007345199585,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"175",80,0.25,0.75,1,0,"imgs/white_0.25_0.75_1.0_0.0.png",80,80,0,"right",0.608000993728638,"None",0,80,80,80,100.789593219757,NA,NA,NA,NA,NA,100.783028841019,101.289959669113,101.289959669113,101.910149335861,"right",0.608000993728638,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"176",81,0.67,0.75,0,0,"imgs/white_0.67_0.75_0.0_0.0.png",81,81,0,"right",0.666145086288452,"None",0,81,81,81,101.925384521484,NA,NA,NA,NA,NA,101.918187141418,102.424349308014,102.424349308014,103.094033956528,"right",0.666145086288452,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"177",82,0.58,0.33,0,1,"imgs/white_0.58_0.33_0.0_1.0.png",82,82,0,"left",0.633318185806274,"None",0,82,82,82,103.108045816422,NA,NA,NA,NA,NA,103.101617097855,103.608515501022,103.608515501022,104.245237350464,"left",0.633318185806274,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"178",83,0.5,0.33,1,1,"imgs/white_0.5_0.33_1.0_1.0.png",83,83,0,"left",0.682782173156738,"None",0,83,83,83,104.259055376053,NA,NA,NA,NA,NA,104.253195285797,104.759507656097,104.759507656097,105.445826530457,"left",0.682782173156738,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"179",84,0.42,0.5,0,1,"imgs/white_0.42_0.5_0.0_1.0.png",84,84,0,"left",0.785366773605347,"None",0,84,84,84,105.460076332092,NA,NA,NA,NA,NA,105.453196048737,105.960745096207,105.960745096207,106.764367103577,"left",0.785366773605347,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"180",85,0.5,0.75,0,1,"imgs/white_0.5_0.75_0.0_1.0.png",85,85,0,"right",0.907824993133545,"None",0,85,85,85,106.779526472092,NA,NA,NA,NA,NA,106.772946834564,107.27830696106,107.27830696106,108.19845199585,"right",0.907824993133545,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"181",86,0.42,0.75,0,0,"imgs/white_0.42_0.75_0.0_0.0.png",86,86,0,"right",0.561126947402954,"None",0,86,86,86,108.212158679962,NA,NA,NA,NA,NA,108.205188274384,108.713110685349,108.713110685349,109.282383441925,"right",0.561126947402954,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"182",87,0.25,0.42,0,0,"imgs/white_0.25_0.42_0.0_0.0.png",87,87,0,"right",0.660839557647705,"None",0,87,87,87,109.296444416046,NA,NA,NA,NA,NA,109.289140939713,109.797422885895,109.797422885895,110.466792106628,"right",0.660839557647705,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"183",88,0.42,0.58,1,1,"imgs/white_0.42_0.58_1.0_1.0.png",88,88,0,"right",0.668706655502319,"None",0,88,88,88,110.482687950134,NA,NA,NA,NA,NA,110.476288080215,110.981426239014,110.981426239014,111.668563604355,"right",0.668706655502319,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"184",89,0.42,0.25,1,0,"imgs/white_0.42_0.25_1.0_0.0.png",89,89,0,"left",0.947402477264404,"None",0,89,89,89,111.683814525604,NA,NA,NA,NA,NA,111.675941944122,112.182808637619,112.182808637619,113.138446331024,"left",0.947402477264404,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"185",90,0.42,0.67,1,0,"imgs/white_0.42_0.67_1.0_0.0.png",90,90,0,"right",0.679948568344116,"None",0,90,90,90,113.15150475502,NA,NA,NA,NA,NA,113.144598960876,113.650371074677,113.650371074677,114.337170362473,"right",0.679948568344116,"None",NA,NA,NA,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"186",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",114.414765119553,114.419434785843,116.352457523346,2,"GA2","2025-08-20_14h55.39.569","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9208542031561,"2025-08-20 14h55.45.926289 +0200",NA
"187",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,0.00904321670532227,0.0127365589141846,0.0127365589141846,0.558276891708374,NA,NA,NA,NA,"",NA,"",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"188",0,0.42,0.5,1,1,"imgs/white_0.42_0.5_1.0_1.0.png",0,0,0,"right",1.11346745491028,"None",0,0,0,0,0.579386949539185,NA,NA,NA,NA,NA,0.576341867446899,1.07310605049133,1.07310605049133,2.20667433738708,"right",1.11346745491028,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"189",1,0.25,0.58,0,1,"imgs/white_0.25_0.58_0.0_1.0.png",1,1,0,"right",0.803394794464111,"None",0,1,1,1,2.22097730636597,NA,NA,NA,NA,NA,2.21371650695801,2.7198805809021,2.7198805809021,3.54012942314148,"right",0.803394794464111,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"190",2,0.33,0.67,0,0,"imgs/white_0.33_0.67_0.0_0.0.png",2,2,0,"right",0.549656867980957,"None",0,2,2,2,3.55370259284973,NA,NA,NA,NA,NA,3.54696774482727,4.05426454544067,4.05426454544067,4.60803914070129,"right",0.549656867980957,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"191",3,0.58,0.33,1,1,"imgs/white_0.58_0.33_1.0_1.0.png",3,3,0,"left",0.561097860336304,"None",0,3,3,3,4.62133884429932,NA,NA,NA,NA,NA,4.61510920524597,5.12203001976013,5.12203001976013,5.69156885147095,"left",0.561097860336304,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"192",4,0.25,0.75,0,1,"imgs/white_0.25_0.75_0.0_1.0.png",4,4,0,"right",0.613111734390259,"None",0,4,4,4,5.70717787742615,NA,NA,NA,NA,NA,5.70167875289917,6.20600581169128,6.20600581169128,6.8254542350769,"right",0.613111734390259,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"193",5,0.67,0.42,1,1,"imgs/white_0.67_0.42_1.0_1.0.png",5,5,0,"left",0.550884962081909,"None",0,5,5,5,6.84162378311157,NA,NA,NA,NA,NA,6.83331751823425,7.34039974212646,7.34039974212646,7.91094374656677,"left",0.550884962081909,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"194",6,0.5,0.33,0,0,"imgs/white_0.5_0.33_0.0_0.0.png",6,6,0,"left",0.649991512298584,"None",0,6,6,6,7.92596340179443,NA,NA,NA,NA,NA,7.91839718818665,8.42520689964294,8.42520689964294,9.07851409912109,"left",0.649991512298584,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"195",7,0.42,0.33,0,0,"imgs/white_0.42_0.33_0.0_0.0.png",7,7,0,"left",0.818384408950806,"None",0,7,7,7,9.09183502197266,NA,NA,NA,NA,NA,9.08508276939392,9.59259557723999,9.59259557723999,10.4291443824768,"left",0.818384408950806,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"196",8,0.25,0.58,0,0,"imgs/white_0.25_0.58_0.0_0.0.png",8,8,0,"right",0.499878644943237,"None",0,8,8,8,10.4447751045227,NA,NA,NA,NA,NA,10.4367718696594,10.9433610439301,10.9433610439301,11.4465413093567,"right",0.499878644943237,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"197",9,0.5,0.33,1,0,"imgs/white_0.5_0.33_1.0_0.0.png",9,9,0,"left",0.698232173919678,"None",0,9,9,9,11.4603807926178,NA,NA,NA,NA,NA,11.4551277160645,11.9610507488251,11.9610507488251,12.6649360656738,"left",0.698232173919678,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"198",10,0.58,0.58,1,0,"imgs/white_0.58_0.58_1.0_0.0.png",10,10,0,"right",0.568370819091797,"None",0,10,10,10,12.678031206131,NA,NA,NA,NA,NA,12.6731100082397,13.1787679195404,13.1787679195404,13.7652599811554,"right",0.568370819091797,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"199",11,0.33,0.75,1,1,"imgs/white_0.33_0.75_1.0_1.0.png",11,11,0,"right",0.595850706100464,"None",0,11,11,11,13.7808759212494,NA,NA,NA,NA,NA,13.7737643718719,14.2795462608337,14.2795462608337,14.8826243877411,"right",0.595850706100464,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"200",12,0.58,0.75,1,1,"imgs/white_0.58_0.75_1.0_1.0.png",12,12,0,"right",0.893999338150024,"None",0,12,12,12,14.8985378742218,NA,NA,NA,NA,NA,14.8901572227478,15.3973531723022,15.3973531723022,16.3011362552643,"right",0.893999338150024,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"201",13,0.42,0.5,1,0,"imgs/white_0.42_0.5_1.0_0.0.png",13,13,0,"right",0.692303657531738,"None",0,13,13,13,16.3162126541138,NA,NA,NA,NA,NA,16.3089809417725,16.8150146007538,16.8150146007538,17.5185589790344,"right",0.692303657531738,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"202",14,0.58,0.25,1,1,"imgs/white_0.58_0.25_1.0_1.0.png",14,14,0,"left",0.642584085464478,"None",0,14,14,14,17.5318040847778,NA,NA,NA,NA,NA,17.5258417129517,18.0327479839325,18.0327479839325,18.6860468387604,"left",0.642584085464478,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"203",15,0.33,0.67,1,1,"imgs/white_0.33_0.67_1.0_1.0.png",15,15,0,"right",0.546902656555176,"None",0,15,15,15,18.7021484375,NA,NA,NA,NA,NA,18.6967017650604,19.200514793396,19.200514793396,19.7532036304474,"right",0.546902656555176,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"204",16,0.25,0.25,1,0,"imgs/white_0.25_0.25_1.0_0.0.png",16,16,0,"right",0.591317892074585,"None",0,16,16,16,19.767808675766,NA,NA,NA,NA,NA,19.7598035335541,20.2680597305298,20.2680597305298,20.8721745014191,"right",0.591317892074585,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"205",17,0.33,0.42,1,1,"imgs/white_0.33_0.42_1.0_1.0.png",17,17,0,"right",0.9858238697052,"None",0,17,17,17,20.8850820064545,NA,NA,NA,NA,NA,20.8800253868103,21.3856160640717,21.3856160640717,22.3892903327942,"right",0.9858238697052,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"206",18,0.75,0.67,1,1,"imgs/white_0.75_0.67_1.0_1.0.png",18,18,0,"left",0.891746044158936,"None",0,18,18,18,22.4046943187714,NA,NA,NA,NA,NA,22.3966097831726,22.9037225246429,22.9037225246429,23.8083617687225,"left",0.891746044158936,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"207",19,0.25,0.67,0,0,"imgs/white_0.25_0.67_0.0_0.0.png",19,19,0,"right",0.553908586502075,"None",0,19,19,19,23.8235166072845,NA,NA,NA,NA,NA,23.8183858394623,24.3215658664703,24.3215658664703,24.8909862041473,"right",0.553908586502075,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"208",20,0.42,0.42,1,0,"imgs/white_0.42_0.42_1.0_0.0.png",20,20,0,"right",1.18174386024475,"None",0,20,20,20,24.9048800468445,NA,NA,NA,NA,NA,24.8980572223663,25.4058101177216,25.4058101177216,26.5931849479675,"right",1.18174386024475,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"209",21,0.5,0.75,1,0,"imgs/white_0.5_0.75_1.0_0.0.png",21,21,0,"right",0.502275705337524,"None",0,21,21,21,26.6065807342529,NA,NA,NA,NA,NA,26.6020495891571,27.1085176467896,27.1085176467896,27.6290743350983,"right",0.502275705337524,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"210",22,0.33,0.58,0,0,"imgs/white_0.33_0.58_0.0_0.0.png",22,22,0,"right",0.550097703933716,"None",0,22,22,22,27.6423873901367,NA,NA,NA,NA,NA,27.6322631835938,28.1414813995361,28.1414813995361,28.6954567432404,"right",0.550097703933716,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
"211",23,0.25,0.67,1,1,"imgs/white_0.25_0.67_1.0_1.0.png",23,23,0,"right",0.608859300613403,"None",0,23,23,23,28.710964679718,NA,NA,NA,NA,NA,28.7056245803833,29.2106273174286,29.2106273174286,29.8298497200012,"right",0.608859300613403,"None",NA,NA,NA,3,"GA3","2025-08-20_15h18.57.483","mlcm_experiment_whites_illusion",NA,"2025.1.1",59.9697742217291,"2025-08-20 15h19.03.706462 +0200",NA
